compile time(s),type,test_n,algorithm,simd,builtin,n,median,mean,max,min,p99,p95,p90,stddev,variance
0.843,uint8_t,24,batcher,2,0,64,21.599742,21.636911,23.313053,21.407288,23.313053,21.943394,21.769927,0.064959,0.063944
0.815,uint8_t,24,batcher,2,1,64,20.153937,20.184325,21.859909,19.492834,21.859909,20.700731,20.522748,0.123568,0.121637
0.801,uint8_t,24,batcher,2,2,64,19.687909,19.682200,20.937433,19.334553,20.937433,19.828038,19.781076,0.038945,0.038336
1.071,uint8_t,24,balanced,1,0,64,40.589306,40.617583,43.241714,39.979863,43.241714,41.023117,40.877674,0.172438,0.169744
1.115,uint8_t,24,balanced,1,1,64,43.153905,43.206404,44.131529,42.552993,44.131529,43.754924,43.595120,0.097928,0.096398
1.103,uint8_t,24,balanced,1,2,64,77.915638,77.897825,78.668041,75.954862,78.668041,78.454058,78.419464,0.213398,0.210063
1.091,uint8_t,24,balanced,2,0,64,38.146330,38.178699,39.446412,37.441623,39.446412,38.755614,38.634768,0.144101,0.141850
1.083,uint8_t,24,balanced,2,1,64,28.988415,29.073816,31.843767,28.347021,31.843767,29.822721,29.631475,0.266630,0.262463
1.052,uint8_t,24,balanced,2,2,64,26.452841,26.501827,28.607888,25.561558,28.607888,27.415144,26.970461,0.305169,0.300400
1.132,uint8_t,24,bosenelson,1,0,64,63.345201,63.411368,66.356003,62.593888,66.356003,63.959600,63.823935,0.308175,0.303360
1.146,uint8_t,24,bosenelson,1,1,64,68.244151,68.344663,70.374109,67.148193,70.374109,69.637813,69.360146,0.523444,0.515266
1.305,uint8_t,24,bosenelson,1,2,64,72.947279,73.057140,74.644094,72.298977,74.644094,74.280668,73.647789,0.256876,0.252863
1.111,uint8_t,24,bosenelson,2,0,64,68.520730,68.563726,70.375463,67.242458,70.375463,69.302913,69.198837,0.344094,0.338717
1.12,uint8_t,24,bosenelson,2,1,64,26.420145,26.622754,30.247069,26.154881,30.247069,27.184978,27.022926,0.474148,0.466739
1.147,uint8_t,24,bosenelson,2,2,64,30.692657,30.802201,34.475980,30.116840,34.475980,31.508511,31.283606,0.330245,0.325085
0.855,uint8_t,25,bitonic,1,0,64,30.814572,30.875288,34.567567,30.347124,34.567567,31.109488,31.021706,0.244721,0.240897
0.877,uint8_t,25,bitonic,1,1,64,32.182815,32.266469,35.761803,31.222236,35.761803,33.298450,32.943513,0.457208,0.450065
0.973,uint8_t,25,bitonic,1,2,64,41.998055,42.053987,43.324512,41.743671,43.324512,42.455064,42.376952,0.074284,0.073123
0.834,uint8_t,25,bitonic,2,0,64,25.834524,25.873063,27.100394,25.146501,27.100394,26.421651,26.339199,0.154498,0.152084
0.893,uint8_t,25,bitonic,2,1,64,20.770476,20.773210,22.592851,19.703160,22.592851,21.158552,21.131811,0.131665,0.129608
0.888,uint8_t,25,bitonic,2,2,64,20.146171,20.178321,21.039330,19.971669,21.039330,20.440131,20.272191,0.032410,0.031904
0.847,uint8_t,25,oddeven,1,0,64,26.493011,26.493324,27.279459,26.008491,27.279459,26.761107,26.692269,0.035232,0.034681
0.856,uint8_t,25,oddeven,1,1,64,28.234043,28.230556,28.377788,27.813340,28.377788,28.349009,28.325896,0.007297,0.007183
0.927,uint8_t,25,oddeven,1,2,64,42.168894,42.159418,43.340517,41.329829,43.340517,42.681361,42.566281,0.109917,0.108200
0.845,uint8_t,25,oddeven,2,0,64,20.405845,20.447392,22.138239,20.081207,22.138239,20.817606,20.670787,0.081544,0.080270
0.849,uint8_t,25,oddeven,2,1,64,20.425074,20.421152,20.640363,19.995058,20.640363,20.583762,20.569888,0.013758,0.013543
0.867,uint8_t,25,oddeven,2,2,64,20.351958,20.364666,20.947845,19.938143,20.947845,20.741060,20.621170,0.038398,0.037798
0.833,uint8_t,25,batcher,1,0,64,34.535357,34.588603,36.654674,34.114280,36.654674,35.030260,34.818579,0.118807,0.116950
0.841,uint8_t,25,batcher,1,1,64,35.053380,35.102292,37.030894,34.406130,37.030894,35.398222,35.329236,0.139988,0.137801
0.931,uint8_t,25,batcher,1,2,64,42.812290,42.828669,43.868155,42.281153,43.868155,43.258198,43.205009,0.087272,0.085908
0.824,uint8_t,25,batcher,2,0,64,31.070805,31.077976,31.943638,29.943150,31.943638,31.731295,31.496716,0.117205,0.115374
0.869,uint8_t,25,batcher,2,1,64,20.512908,20.488570,20.931494,19.886963,20.931494,20.855837,20.783258,0.054829,0.053972
